"","genes","logFC","logCPM","F","PValue","FDR"
"ANKRD1","ANKRD1",2.22504052026436,8.34881643996314,31.4879881392341,2.01149279207788e-08,0.000282212438728527
"ALB","ALB",6.76692315746983,4.6173229396313,26.3890150699753,2.79588994794219e-07,0.00196131679848144
"C3H12orf45","C3H12orf45",-9.38487036937501,3.87531025495587,18.6164264569885,1.59973800267949e-05,0.074814413925311
"LOC105603102","LOC105603102",-9.17608845172109,3.82243718309879,17.3625325587806,3.09085720886277e-05,0.0779623552041739
"RCAN1","RCAN1",1.98905072341434,6.90004977659951,17.2847166860669,3.22002915484781e-05,0.0779623552041739
"ARID5B","ARID5B",1.73968166513252,7.66912970150174,17.2185640123803,3.33409929597322e-05,0.0779623552041739
"MBTD1","MBTD1",-2.31141087771275,6.03500895152322,14.997154630218,0.000107734396273566,0.215930511388305
"FAR1","FAR1",-2.04906841415611,6.2175251942866,13.3893360380596,0.000253174769186549,0.444005251460911
"TTLL7","TTLL7",-1.44204030343172,7.70202249432255,12.2612082467687,0.000462651504573102,0.721222289906736
"LOC443471","LOC443471",1.04690465979283,12.3189045819868,11.0721870816093,0.000876604018065262,0.921412889192062
"PGFS","PGFS",3.65311031108052,4.60450176998789,10.7596838728213,0.0010376669643659,0.921412889192062
"NR4A2","NR4A2",6.14700338444864,3.65472955190427,10.686005582653,0.00107981503777248,0.921412889192062
"PARP9","PARP9",4.21701186970299,4.29066120078374,10.3110261215143,0.00132274966602381,0.921412889192062
"GIPC2","GIPC2",-7.8012098745723,3.28618015805619,9.68742191159615,0.0018558024837091,0.921412889192062
"GNG11","GNG11",2.12572948313443,5.61417447849099,9.64607352110569,0.00189804027391288,0.921412889192062
"THEM4","THEM4",8.45727235769064,3.02728632291661,9.57631836333797,0.00197151704954993,0.921412889192062
"COL21A1","COL21A1",4.07967933170437,4.26046632746623,9.51947701711798,0.00203351934953456,0.921412889192062
"PPP1R2","PPP1R2",-1.10604118724171,9.3683428396333,9.49332833399789,0.00206270266132179,0.921412889192062
"SFRP4","SFRP4",8.81629515605288,2.89331003306563,9.38672548432784,0.00218614025826149,0.921412889192062
"UPF3B","UPF3B",-8.09070969628105,3.11397122221713,9.27318126293315,0.00232587350195327,0.921412889192062
"CXCL14","CXCL14",-7.68191153091674,3.21124584837988,9.05617595882577,0.00261867058441733,0.921412889192062
"NDUFA2","NDUFA2",2.80115880035603,4.9022924185553,9.0079955447933,0.0026886012636958,0.921412889192062
"ABHD3","ABHD3",-8.51378868634126,2.89884292365936,8.80962646691137,0.00299708599373001,0.921412889192062
"ACKR4","ACKR4",8.0258963801646,3.00588161267796,8.77658646659442,0.00305185605131966,0.921412889192062
"S100A10","S100A10",-1.85976811332752,5.83102348594142,8.6845416433904,0.00320986252015182,0.921412889192062
"LOC101111409","LOC101111409",8.5421081678544,2.75291723619311,8.30979099324018,0.00394394109595868,0.921412889192062
"LMBRD2","LMBRD2",-1.31376734246427,7.03231181581462,8.30825260852266,0.0039472828052607,0.921412889192062
"LOC101114586","LOC101114586",-3.56995727467295,4.34976250045997,8.29855577328033,0.00396841287296977,0.921412889192062
"LOC101109476","LOC101109476",-8.01094732355163,2.94361916972113,8.29015029433233,0.00398682209087614,0.921412889192062
"TMEM266","TMEM266",8.39802181594037,2.7839737261737,8.2581361324866,0.00405773715866995,0.921412889192062
"LOC105606646","LOC105606646",1.03759090718483,9.1730498686857,8.22398749157044,0.00413479620676479,0.921412889192062
"NUDT13","NUDT13",8.28130996262334,2.80997038672895,8.21780278411559,0.0041489109733143,0.921412889192062
"SNX3","SNX3",-1.32364025012822,6.98604459706585,8.21333167971712,0.00415914547931594,0.921412889192062
"LOC106991786","LOC106991786",8.49216358781464,2.74383316305977,8.19930296822085,0.00419142476946038,0.921412889192062
"ATM","ATM",-1.2306740341344,7.36645152373645,8.18329695530356,0.00422856530907523,0.921412889192062
"USPL1","USPL1",-2.24719044671456,5.24827697958765,8.1784157374918,0.00423995826894536,0.921412889192062
"DNTTIP2","DNTTIP2",-1.46651586493377,6.45349065367603,8.02174725474443,0.00462271866910398,0.921412889192062
"CAP1","CAP1",2.09222143465936,5.41325286667119,8.00052526266431,0.00467720672007432,0.921412889192062
"RABGGTB","RABGGTB",-1.83844291274479,5.71763557130234,7.98453440643795,0.00471869550455099,0.921412889192062
"KLHL2","KLHL2",-8.42572443514193,2.71755079805568,7.84987053919054,0.00508330470338898,0.921412889192062
"UBE2D1","UBE2D1",-1.28970377257156,6.98234592698162,7.83313776014519,0.00513057218396767,0.921412889192062
"CCDC126","CCDC126",-7.883576134287,2.88454317325522,7.83200706531322,0.00513378233159005,0.921412889192062
"LOC105610521","LOC105610521",2.58692274671823,4.89244092851577,7.81053547030201,0.0051951322537216,0.921412889192062
"NAA30","NAA30",-1.18875076754707,7.40426006402664,7.73618815767691,0.00541339617308923,0.921412889192062
"ZC3H12C","ZC3H12C",-1.16780127349723,7.51519727157913,7.73100913806398,0.00542894434306958,0.921412889192062
"MEIOC","MEIOC",-8.33576967542169,2.71405831003526,7.72252088775158,0.00545452583968093,0.921412889192062
"RAPGEF4","RAPGEF4",2.25311650455589,5.17656053807765,7.70974605848724,0.00549325792439702,0.921412889192062
"NUDT5","NUDT5",-8.8981511298449,2.51985054019225,7.60985904770387,0.00580594180658066,0.921412889192062
"LOC105603470","LOC105603470",-7.9499264256022,2.80602915325291,7.60161915342386,0.00583253291311664,0.921412889192062
"TSPAN31","TSPAN31",-4.61180253703868,3.7336434463988,7.50876539020696,0.00614091465874338,0.921412889192062
"ORC2","ORC2",-1.59399520744881,6.04114522397454,7.45505212439705,0.006326851531287,0.921412889192062
"FAM216A","FAM216A",8.01959327785612,2.71264813424788,7.45428908043182,0.00632953392556453,0.921412889192062
"LOC105616691","LOC105616691",-8.36449516405443,2.62080302083861,7.38235557842344,0.00658769401276445,0.921412889192062
"LOC105604958","LOC105604958",-8.56691908835521,2.55505590242617,7.36718382983715,0.00664350238203575,0.921412889192062
"SYCP2","SYCP2",-3.21166002259907,4.43049805362375,7.3555810337141,0.00668650819572223,0.921412889192062
"ASPA","ASPA",8.34833168894438,2.58262736261327,7.35426605989434,0.00669140005409521,0.921412889192062
"SLITRK6","SLITRK6",-8.32140831205647,2.62541793841754,7.34630906590151,0.00672107908520734,0.921412889192062
"ZNF572","ZNF572",-8.24462399507203,2.64235856774744,7.32001927660011,0.00682009753343833,0.921412889192062
"KLHL4","KLHL4",8.20941252855697,2.60710777935312,7.28301340894585,0.00696200809326789,0.921412889192062
"RGS7BP","RGS7BP",-7.23928906483298,2.96235905698278,7.21952403965539,0.00721254473423681,0.921412889192062
"ZNF639","ZNF639",-2.02624806220828,5.34370872311335,7.2141690076739,0.00723409316816036,0.921412889192062
"YWHAQ","YWHAQ",2.04788894159489,5.32218367016887,7.1801711756846,0.00737244247136458,0.921412889192062
"ATP5S","ATP5S",-1.61988974631139,5.93626280960009,7.12801070633537,0.00758998009868013,0.921412889192062
"G3BP2","G3BP2",-1.00021648287033,8.53771146666729,7.10585072343912,0.00768437498861496,0.921412889192062
"ZBTB26","ZBTB26",-2.4321574063054,4.93191879998867,7.09195294078522,0.00774418698061898,0.921412889192062
"SLC16A1","SLC16A1",1.08599532093507,7.66641627564267,6.98197957142049,0.00823459091266893,0.921412889192062
"MYL3","MYL3",1.10369678326829,7.62007549871974,6.94987654960405,0.00838365506349638,0.921412889192062
"AK4","AK4",1.04394496107185,7.97814153357959,6.94060036929163,0.00842723926346015,0.921412889192062
"CCDC25","CCDC25",-1.53858146975633,6.02377633173778,6.89047073553947,0.00866681868163783,0.921412889192062
"LOC101109747","LOC101109747",2.49374931788287,4.81936420452723,6.86093014998487,0.00881125224209927,0.921412889192062
"XIRP1","XIRP1",1.15327569758267,7.20873848857393,6.82844878630487,0.00897291113229154,0.921412889192062
"LOC105615299","LOC105615299",6.83459712143686,2.91051710336115,6.82666454916739,0.00898187872397275,0.921412889192062
"PHPT1","PHPT1",-7.73359767946366,2.66446963247524,6.77372600492454,0.00925216597491652,0.921412889192062
"FIG4","FIG4",4.75301962494199,3.56765247718176,6.77077282680558,0.00926748701708764,0.921412889192062
"RBPJ","RBPJ",1.57135904950135,5.91305666791822,6.77013372941072,0.00927080606306008,0.921412889192062
"KLHL28","KLHL28",-1.32472121606348,6.5043141873795,6.76652192356631,0.00928958627058266,0.921412889192062
"LOC101114941","LOC101114941",7.19329356716797,2.81451454151273,6.76628305414009,0.00929082968619562,0.921412889192062
"BCHE","BCHE",3.13243726776785,4.37999662322114,6.76042080436298,0.0093213986408112,0.921412889192062
"PADI2","PADI2",-7.94100500548578,2.57922115208596,6.73071518458121,0.00947789108676383,0.921412889192062
"LOC101108006","LOC101108006",-7.43898277590643,2.73556441632436,6.6534247547756,0.00989780216805827,0.921412889192062
"TCF3","TCF3",8.20607606783961,2.42125716750319,6.62444704167642,0.0100601073356821,0.921412889192062
"TMEM254","TMEM254",7.77234221876043,2.55557097798903,6.58791284253213,0.0102686320130141,0.921412889192062
"SPRY4","SPRY4",7.29009585278286,2.72607168246297,6.58771989527689,0.0102697449742748,0.921412889192062
"GORAB","GORAB",-7.87609556137793,2.52919804327022,6.48747492467248,0.0108650404931952,0.921412889192062
"LOC105604726","LOC105604726",-6.86320530073146,2.90241679815707,6.44995607448042,0.0110968453999215,0.921412889192062
"FADS1","FADS1",4.39967600213977,3.70015381965886,6.42485878500625,0.0112547325296207,0.921412889192062
"COL5A2","COL5A2",1.3325223225466,6.38405393881965,6.40490615665074,0.0113818984440537,0.921412889192062
"LOC101114712","LOC101114712",-1.84972989730785,5.3843428158695,6.39527437420332,0.0114438124054427,0.921412889192062
"SDC4","SDC4",1.90338675348792,5.32564249203819,6.36882877307213,0.0116155909569091,0.921412889192062
"CHORDC1","CHORDC1",-0.960025904717497,8.27722593908688,6.28032292371617,0.0122099883935278,0.921412889192062
"VARS","VARS",-5.14325863988233,3.40027994485503,6.26763041885466,0.0122977561945808,0.921412889192062
"LMOD2","LMOD2",1.30604170544444,6.42222835761618,6.25889516211221,0.0123585361716217,0.921412889192062
"TMEM159","TMEM159",1.85267045096901,5.36222016053604,6.21630512525916,0.0126593291710402,0.921412889192062
"INTS8","INTS8",-1.09993866775415,7.19317245164388,6.20365346461138,0.0127501233465051,0.921412889192062
"NEDD4","NEDD4",-1.00435865788,7.7939035431673,6.20235459644738,0.0127594824264573,0.921412889192062
"THOC3","THOC3",8.37604810258399,2.22338328063465,6.19549482021752,0.012809028237858,0.921412889192062
"APCDD1","APCDD1",7.58761176469012,2.49760425783596,6.19424152766568,0.0128181016813184,0.921412889192062
"ECHDC3","ECHDC3",1.61198334319668,5.69557865797258,6.12018839359073,0.0133661233495909,0.921412889192062
"PPP1R3B","PPP1R3B",1.60494073194256,5.70983048834636,6.08966554733243,0.0135989625065807,0.921412889192062
"LOC105603042","LOC105603042",-7.28759201494258,2.61400041583643,6.08354217833963,0.013646173927777,0.921412889192062
"RAD51AP1","RAD51AP1",6.98780109538425,2.69158020076758,6.0791788439121,0.0136799182491129,0.921412889192062
"METTL10","METTL10",-5.69768125068773,3.17555036523061,6.05020869134584,0.0139061497761288,0.921412889192062
"RAB18","RAB18",-1.26466122238144,6.45472591713949,6.03754341540298,0.0140062602776937,0.921412889192062
"UBC","UBC",0.90224544102964,8.87093516009362,6.03356206437304,0.01403788313299,0.921412889192062
"CARNMT1","CARNMT1",-0.861741996326478,9.79561211203389,6.03061995300086,0.014061298767287,0.921412889192062
"LOC101102334","LOC101102334",-8.06828568819427,2.30741436928651,6.02100160762447,0.0141381299631761,0.921412889192062
"TRUB1","TRUB1",-7.90106546499227,2.36133745780631,6.00954323991647,0.0142302233821326,0.921412889192062
"CSRP2","CSRP2",7.44168308318766,2.47313784441437,5.96487604428107,0.0145951582707659,0.921412889192062
"THAP2","THAP2",-1.18665181404361,6.69338588719947,5.9552002547405,0.014675471776478,0.921412889192062
"MAP3K7","MAP3K7",-1.28833637889804,6.3512760770046,5.93489511191615,0.014845496513387,0.921412889192062
"AHSA2","AHSA2",-6.18111621056798,2.88238668019472,5.91723684265195,0.0149950063021463,0.921412889192062
"FBXO40","FBXO40",-0.916952171743083,8.46655803047575,5.91186929568538,0.015040759103063,0.921412889192062
"LOC101123551","LOC101123551",-3.14727401216119,4.18988884713858,5.90468544567878,0.0151022190888459,0.921412889192062
"MAP3K5","MAP3K5",2.82488133688346,4.39122305927902,5.90151422472333,0.0151294320653343,0.921412889192062
"STYX","STYX",-1.03142535700184,7.40953676864663,5.89186532443143,0.0152125425257422,0.921412889192062
"LOC105608150","LOC105608150",-7.51731142416141,2.45980780178777,5.88116523898524,0.0153052574232783,0.921412889192062
"ACVR2A","ACVR2A",-1.77729228591763,5.39692200322412,5.87988525912671,0.0153163871993199,0.921412889192062
"LOC105610566","LOC105610566",-7.18980955133947,2.58186797297584,5.87781642020075,0.0153343939521039,0.921412889192062
"PSMD10","PSMD10",-7.90143219647758,2.31298355344048,5.87106511837226,0.0153933077557718,0.921412889192062
"LOC105604089","LOC105604089",-6.42363146337296,2.8189443318665,5.86684504775636,0.0154302516863467,0.921412889192062
"TMPO","TMPO",-1.17647159169343,6.69845057249819,5.85594077870622,0.0155261349044668,0.921412889192062
"FANCE","FANCE",-7.79245552064421,2.33555017202523,5.82514066920915,0.0158002957067692,0.921412889192062
"ACRC","ACRC",2.42546503778675,4.70027873787853,5.7949442244671,0.0160739283437017,0.921412889192062
"ZBTB14","ZBTB14",7.8241159930146,2.27095627211291,5.79441272877269,0.0160787881281352,0.921412889192062
"LOC101104286","LOC101104286",-6.89773852940727,2.67093600792343,5.78463576284953,0.0161684554890042,0.921412889192062
"CERS2","CERS2",3.43754139333471,3.99880193893303,5.76234416464303,0.0163748309154721,0.921412889192062
"ARL5A","ARL5A",-1.58729243158193,5.65246045377504,5.76011870643275,0.0163955827436712,0.921412889192062
"USP49","USP49",-7.91110186735061,2.26646245163953,5.75680698314148,0.0164265139276439,0.921412889192062
"LRRC40","LRRC40",-1.83224080385433,5.28289197309686,5.75124697202867,0.0164785792814758,0.921412889192062
"LOC105608624","LOC105608624",8.0684813212166,2.16248121435565,5.74553947951546,0.0165322027053287,0.921412889192062
"LOC105608835","LOC105608835",-7.52115547704517,2.39927869263755,5.72498267610875,0.0167268352408514,0.921412889192062
"MTURN","MTURN",1.93744621430041,5.14564090742273,5.72226105476765,0.0167527802184906,0.921412889192062
"RAB21","RAB21",-2.68968969816094,4.45984567059038,5.71799480357041,0.0167935335723453,0.921412889192062
"MTUS2","MTUS2",7.72180100390733,2.2790133334466,5.7159682040634,0.0168129284685272,0.921412889192062
"B4GALT7","B4GALT7",7.71502340273411,2.28015555806135,5.71546260776842,0.0168177707094941,0.921412889192062
"ATP6V0E1","ATP6V0E1",3.18859060268846,4.16252827456352,5.71199830946261,0.0168509880076275,0.921412889192062
"PKIA","PKIA",-0.820229989134163,10.1982548393167,5.68665774403558,0.0170960324195473,0.921412889192062
"ZBED5","ZBED5",-1.26186022578419,6.35564391217798,5.67047018083959,0.0172544884369852,0.921412889192062
"GPATCH11","GPATCH11",5.14257830519473,3.17746723964209,5.66936145008266,0.0172653968217555,0.921412889192062
"LOC105609238","LOC105609238",7.50176037774318,2.33940695075227,5.65391225740243,0.0174181381898948,0.921412889192062
"BPNT1","BPNT1",-7.41250219926733,2.41336401865275,5.65033096993809,0.0174537439260572,0.921412889192062
"KDELC1","KDELC1",-7.7902658620994,2.26711262461507,5.64324855077983,0.017524379803829,0.921412889192062
"LOC101122274","LOC101122274",7.91218957983058,2.17039167803275,5.6236795901626,0.0177210869891327,0.921412889192062
"LOC105612471","LOC105612471",-7.72790739838604,2.27669001345119,5.60533199047875,0.0179075874828868,0.921412889192062
"LOC106990145","LOC106990145",7.58043249383101,2.28622098550807,5.60108218914126,0.0179510743456951,0.921412889192062
"LOC105604536","LOC105604536",-7.07252365597777,2.52502920503275,5.58716517116159,0.0180942474541169,0.921412889192062
"CPS1","CPS1",8.28731373977278,2.0092636985752,5.57348417643111,0.0182361419310554,0.921412889192062
"TSFM","TSFM",-6.37844299598757,2.83017733844295,5.56026067479864,0.0183743837081614,0.921412889192062
"SEMA7A","SEMA7A",7.58818127499418,2.26700705677955,5.55679578439235,0.0184107851710151,0.921412889192062
"ASB9","ASB9",-7.60050745781813,2.30661817717496,5.55554737298876,0.0184239189830177,0.921412889192062
"VBP1","VBP1",-1.33540234389973,6.10957346374411,5.54601934488423,0.0185244771530418,0.921412889192062
"TSNAX","TSNAX",0.962880019004432,7.68662635784613,5.54339212865958,0.0185523042030929,0.921412889192062
"LOC105601988","LOC105601988",-5.55611759349049,2.98851790389469,5.5404670777907,0.0185833366727954,0.921412889192062
"SETD7","SETD7",-0.84686514733941,9.19065133998599,5.52737112312834,0.0187229332092832,0.921412889192062
"MEDAG","MEDAG",2.06746640411488,4.95648759330761,5.51702684837981,0.0188339637275717,0.921412889192062
"NAV2","NAV2",7.81156468731607,2.15850081419703,5.50439339393192,0.0189704885765189,0.921412889192062
"DHX32","DHX32",2.03378929269295,4.98703419065976,5.4989206527293,0.0190299474180647,0.921412889192062
"SP4","SP4",-1.5126976398399,5.71881595339542,5.49580387620607,0.0190638958092214,0.921412889192062
"COL3A1","COL3A1",0.855088878404736,8.92521526787599,5.46333150114119,0.0194213352157889,0.921412889192062
"LOC101118645","LOC101118645",-7.41840438092557,2.33946433407775,5.45894421989979,0.0194701566345789,0.921412889192062
"PLS3","PLS3",1.11688170586949,6.78069823041296,5.45632117458265,0.0194994063171282,0.921412889192062
"NPHP1","NPHP1",-8.31706926990009,1.99015551719241,5.45369895728431,0.0195286921709039,0.921412889192062
"TASP1","TASP1",-8.17872812957302,2.03646721730688,5.4408469288314,0.0196728871636166,0.921412889192062
"SYK","SYK",7.08311055699948,2.42081237967092,5.43872273436694,0.0196968256326847,0.921412889192062
"GALNT5","GALNT5",7.53293281033071,2.2397672770351,5.43711907540908,0.0197149179105728,0.921412889192062
"LOC101109587","LOC101109587",-7.98052300417321,2.10363502242763,5.42433566091286,0.0198597546079546,0.921412889192062
"MTMR10","MTMR10",-1.24310362444631,6.3178323636915,5.42399707037908,0.0198636057772973,0.921412889192062
"TMEM200B","TMEM200B",8.01454307793842,2.04661695639168,5.42144852450832,0.0198926180368322,0.921412889192062
"PIGF","PIGF",6.33981276535099,2.73490430271586,5.41321959194711,0.0199865944807498,0.921412889192062
"LRRC7","LRRC7",7.59095823990943,2.20759873227296,5.413027329903,0.0199887956413722,0.921412889192062
"LOC105606445","LOC105606445",-4.67729765604608,3.30075463862467,5.40725983514782,0.0200549429573274,0.921412889192062
"PACRGL","PACRGL",7.87907687256416,2.09092638208178,5.40134694829749,0.0201229928217587,0.921412889192062
"TRIQK","TRIQK",6.81885174018829,2.51184909643949,5.39924841625438,0.020147201657449,0.921412889192062
"ABCG1","ABCG1",7.93814135196741,2.06203717611076,5.38770610775133,0.0202808942164618,0.921412889192062
"VTI1A","VTI1A",-2.92001715062175,4.22904058822525,5.38153876813812,0.0203527052721103,0.921412889192062
"RNF14","RNF14",-1.10851948294126,6.762788919846,5.37884157303977,0.0203841933996243,0.921412889192062
"SDHAF3","SDHAF3",-4.64928712184703,3.34164252280915,5.3752240059235,0.0204265054596949,0.921412889192062
"ABHD13","ABHD13",-1.5638881230901,5.59286428294648,5.36537449212343,0.0205421691751001,0.921412889192062
"LOC105601856","LOC105601856",-3.40997796593963,3.90704088614509,5.35519711980526,0.0206623949623912,0.921412889192062
"LOC106991354","LOC106991354",-7.86169819835172,2.12093687544216,5.35431287294591,0.0206728749297585,0.921412889192062
"PFAS","PFAS",7.35420467684068,2.2752450866198,5.35069197540765,0.0207158466964706,0.921412889192062
"ITGA5","ITGA5",7.80396543372649,2.09645907980299,5.35062548765299,0.0207166366175445,0.921412889192062
"F2R","F2R",-4.75948496714154,3.26643666248607,5.35026545631576,0.0207209145832602,0.921412889192062
"RAB40C","RAB40C",7.34711168972748,2.26690024404995,5.32430289035491,0.0210318296428491,0.921412889192062
"DCUN1D1","DCUN1D1",-0.867129298831276,8.47321724849673,5.30683010688464,0.0212437901312423,0.921412889192062
"LOC101104199","LOC101104199",-7.87727800355032,2.0861019660147,5.29061643813135,0.0214424546495098,0.921412889192062
"SLC41A2","SLC41A2",-7.39607291993016,2.27336083907619,5.28382677939026,0.0215262181513276,0.921412889192062
"SETD6","SETD6",7.74400751408391,2.08458927868036,5.26907332353062,0.0217094004736119,0.921412889192062
"HGSNAT","HGSNAT",7.7305941897027,2.08899940938935,5.26765534922635,0.0217270911911453,0.921412889192062
"ANKS1A","ANKS1A",7.67890897207162,2.10777851395914,5.26691920603918,0.0217362812362714,0.921412889192062
"HABP4","HABP4",-6.48451099932189,2.6635547043068,5.2643840870307,0.0217679605917851,0.921412889192062
"KAT2B","KAT2B",-0.958456924386775,7.5124500691957,5.25320467193194,0.0219082322121844,0.921412889192062
"STOML2","STOML2",-2.38301151693722,4.61011575975298,5.24441217451521,0.0220192119604697,0.921412889192062
"FAM199X","FAM199X",-1.13903461420427,6.57864908883089,5.2283190402921,0.0222238519696973,0.921412889192062
"KIAA1919","KIAA1919",-1.05386246493639,6.94883329841495,5.22058560160192,0.0223228901500279,0.921412889192062
"TCTE3","TCTE3",8.2019026180622,1.87614035595581,5.21339238450286,0.0224154204828141,0.921412889192062
"SULF2","SULF2",4.13317057051325,3.5261032247745,5.19884896567844,0.0226037165848423,0.921412889192062
"C12H1orf159","C12H1orf159",-7.31551904287706,2.2708197154484,5.1910761433689,0.0227050240165959,0.921412889192062
"SAMD13","SAMD13",3.83686650470931,3.64855395422559,5.18534997600968,0.0227799572210338,0.921412889192062
"SLC25A51","SLC25A51",-1.19998323686104,6.36119354496297,5.18413452659651,0.022795895664575,0.921412889192062
"PSMA8","PSMA8",-7.84371350157084,2.05065387919751,5.18150797056927,0.0228303777339445,0.921412889192062
"STX5","STX5",7.43165960861487,2.16756995851942,5.17893796291965,0.0228641697531663,0.921412889192062
"LOC106991875","LOC106991875",-7.69599052207163,2.10694481827213,5.17538855005881,0.0229109248505668,0.921412889192062
"RPA4","RPA4",7.59020011592893,2.10143102645936,5.17435445106308,0.0229245652868332,0.921412889192062
"LRRC1","LRRC1",-8.07284715209528,1.95414807802863,5.17324853389572,0.0229391623668933,0.921412889192062
"SRA1","SRA1",4.57998152144115,3.30666345036212,5.17238758275187,0.0229505327923565,0.921412889192062
"MYH7","MYH7",0.755732580588804,10.9504454874934,5.16784833191734,0.0230105785319604,0.921412889192062
"FAM109B","FAM109B",7.29342204269916,2.21704931752417,5.15675871181674,0.0231579592465976,0.921412889192062
"CPSF2","CPSF2",-1.02698536194043,7.03497679321662,5.1520633822719,0.0232206546054325,0.921412889192062
"FOXJ3","FOXJ3",-1.05563802026472,6.89358280855295,5.15176944943606,0.0232245852526932,0.921412889192062
"MYO1B","MYO1B",1.19176302292547,6.37086294017077,5.14842278388921,0.0232693875568992,0.921412889192062
"ECSCR","ECSCR",3.49129054117489,3.83426569888524,5.14565294893469,0.0233065355158578,0.921412889192062
"ZFP62","ZFP62",2.49445435236857,4.49222189141566,5.1222235253201,0.0236232326668614,0.921412889192062
"RIPK2","RIPK2",-3.31873543263162,3.92958155238887,5.11908427253188,0.0236660039553758,0.921412889192062
"LOC106990609","LOC106990609",8.04973345992798,1.88841815325048,5.11563523243558,0.0237130886033677,0.921412889192062
"LOC105603786","LOC105603786",7.59379144732755,2.07161024699282,5.11050065587577,0.0237833634538049,0.921412889192062
"MYBPH","MYBPH",0.945202349835531,7.50915004632042,5.10807396715461,0.0238166516890185,0.921412889192062
"MTHFD2","MTHFD2",7.34706909342472,2.16565095800725,5.09255969377631,0.0240306149311194,0.921412889192062
"GCNT7","GCNT7",8.08023379504776,1.86152440539378,5.08877956144119,0.0240830496686169,0.921412889192062
"EFNB2","EFNB2",7.85560593585456,1.95161152762915,5.0862444283818,0.0241182813345316,0.921412889192062
"ELMOD2","ELMOD2",-1.49940798032887,5.62157099196993,5.08527119899757,0.0241318208581196,0.921412889192062
"TLR2","TLR2",7.18687114102743,2.2259950823242,5.08486484286155,0.0241374763999939,0.921412889192062
"LOC101102614","LOC101102614",-7.20615134104535,2.26829136118694,5.08003004442366,0.0242048712789229,0.921412889192062
"NRG4","NRG4",-6.84817943945227,2.41817505203584,5.07207053218394,0.0243162488690547,0.921412889192062
"TAF11","TAF11",7.49562083343169,2.08376408540863,5.05106726346465,0.0246127085912157,0.921412889192062
"DSN1","DSN1",7.31309550485818,2.15612713106422,5.04536159207001,0.0246938899340064,0.921412889192062
"LOC105613784","LOC105613784",-7.63227490394205,2.06819694775211,5.03593953612708,0.0248285576680461,0.921412889192062
"LOC106990117","LOC106990117",4.92032639399349,3.14815171326304,5.02470968526848,0.0249900602913613,0.921412889192062
"TIGD4","TIGD4",-7.62149418567087,2.06370548397661,5.02199619689723,0.0250292478065613,0.921412889192062
"CD86","CD86",6.7625478562316,2.37898851184089,5.01134746429013,0.0251836516636041,0.921412889192062
"LOC101110376","LOC101110376",-1.71011361093588,5.27014547469669,5.00754981780675,0.025238955517881,0.921412889192062
"ADAMTS20","ADAMTS20",1.47498619634515,5.63749504997644,5.00447427738655,0.0252838359995392,0.921412889192062
"FAM84B","FAM84B",-7.15018127787824,2.25589126318575,5.00427181341132,0.0252867934042763,0.921412889192062
"CRYZL1","CRYZL1",-2.33719216018855,4.59222076005223,4.99199987083838,0.0254667229600954,0.921412889192062
"TIMP2","TIMP2",1.78821858462391,5.15905910202114,4.99084306745362,0.0254837522908138,0.921412889192062
"ZNF596","ZNF596",-2.87222854220181,4.16944089409686,4.98312093158559,0.025597733451283,0.921412889192062
"ATP1B4","ATP1B4",-0.886816972666551,7.88544771855759,4.9783664900412,0.0256681737639228,0.921412889192062
"ZNF521","ZNF521",-7.84315433917957,1.94979208422275,4.97659537073595,0.0256944655578343,0.921412889192062
"DNAJC12","DNAJC12",6.86507765565224,2.32096496103847,4.97508818129986,0.0257168614147754,0.921412889192062
"R3HDM1","R3HDM1",-1.47089261812956,5.63727010920706,4.96395863956127,0.0258828682008703,0.921412889192062
"LAMTOR5","LAMTOR5",-1.8409253626279,5.11897181944895,4.96052803161829,0.0259342628622952,0.921412889192062
"BLOC1S6","BLOC1S6",-1.06150639297173,6.79397872069686,4.95791816561794,0.0259734328210788,0.921412889192062
"ZNF829","ZNF829",-7.5644600242076,2.05171532907775,4.94420932596256,0.0261801926360473,0.921412889192062
"LOC101119287","LOC101119287",-6.88933684738148,2.34179363189105,4.93343133013253,0.0263439493560876,0.921412889192062
"MRO","MRO",-7.81559140176532,1.9372387126872,4.92771486524913,0.0264312347941821,0.921412889192062
"LBR","LBR",2.83901665042606,4.19134337433843,4.92630108229072,0.0264528683537789,0.921412889192062
"SCN2B","SCN2B",8.07645013164965,1.77157043891552,4.91916255984675,0.0265623826903151,0.921412889192062
"KIAA1456","KIAA1456",7.63696758546533,1.95469980422008,4.91127324760117,0.0266839635305894,0.921412889192062
"LCP2","LCP2",-7.54044775875658,2.04215171179985,4.90389737359988,0.0267981551491113,0.921412889192062
"PREPL","PREPL",-1.10855741676708,6.55572117313553,4.9008792662807,0.0268450271670675,0.921412889192062
"LOC106990966","LOC106990966",-7.73503920554083,1.95722767235523,4.89990693539177,0.0268601458735161,0.921412889192062
"LOC105612046","LOC105612046",-7.62022994752383,2.00404450548608,4.89872977756936,0.0268784612667398,0.921412889192062
"FLOT2","FLOT2",2.55321902929411,4.39724553682046,4.87539314044439,0.0272442488745248,0.921412889192062
"MMACHC","MMACHC",-3.36413007888856,3.82139693754962,4.87266766276252,0.0272873053978828,0.921412889192062
"LOC105613564","LOC105613564",-2.74671123044997,4.22210937683717,4.86395079033354,0.0274254884654961,0.921412889192062
