"","genes","logFC","logCPM","F","PValue","FDR"
"LOC105605824","LOC105605824",-4.47712476149467,0.601207804750641,1.79279819582003,0.180588313734305,0.94226151814353
"LOC106990991","LOC106990991",-2.29331860412177,3.41504240106019,1.79274221496544,0.180595119717093,0.94226151814353
"TMEM119","TMEM119",4.92480067128452,-0.0146594542932518,1.79188275400883,0.18069964764111,0.94226151814353
"LOC105603901","LOC105603901",4.73667004022133,0.388120729211992,1.79147739186576,0.180748972211438,0.94226151814353
"LOC101110417","LOC101110417",4.77760465492807,0.23915919377995,1.79137917898863,0.180760925124147,0.94226151814353
"LOC101102973","LOC101102973",-3.76729203155774,2.15161715602585,1.79126634293482,0.180774658866922,0.94226151814353
"SBNO1","SBNO1",-0.52365278178809,7.98889366131599,1.79120366162546,0.180782288589983,0.94226151814353
"NOS1","NOS1",-1.55477150709869,4.28753916902191,1.79112736438491,0.180791576180495,0.94226151814353
"LYZ","LYZ",-4.63271546435481,0.285880798419063,1.79107178858191,0.180798341717692,0.94226151814353
"SLC39A8","SLC39A8",4.82268606184827,0.147841336196355,1.78900260121317,0.181050443517959,0.94226151814353
"LOC105615705","LOC105615705",4.82269193059366,0.145501348411077,1.7883877825409,0.181125429035142,0.94226151814353
"ENTPD1","ENTPD1",1.76132692415226,4.00716137463559,1.78791927746945,0.181182593747668,0.94226151814353
"PAXIP1","PAXIP1",4.05091790138676,1.85473799449375,1.78777681366191,0.181199980629672,0.94226151814353
"C13H20orf144","C13H20orf144",-4.79233559072793,-0.0322509649833646,1.78658464042787,0.181345554194486,0.94226151814353
"LOC105602032","LOC105602032",-4.79233559072793,-0.0322509649833646,1.78658464042787,0.181345554194486,0.94226151814353
"LOC105602262","LOC105602262",-4.79233559072793,-0.0322509649833646,1.78658464042787,0.181345554194486,0.94226151814353
"LOC105607575","LOC105607575",-4.79233559072793,-0.0322509649833646,1.78658464042787,0.181345554194486,0.94226151814353
"TLR1","TLR1",-4.79233559072793,-0.0322509649833646,1.78658464042787,0.181345554194486,0.94226151814353
"IRS2","IRS2",4.83505140411879,0.0973206187087037,1.7856973115743,0.181453991793232,0.94226151814353
"IPP","IPP",-0.856257970961168,5.67790520769572,1.78514403923048,0.181521643419431,0.94226151814353
"TATDN2","TATDN2",4.42824726635791,0.822849039319805,1.78398853065274,0.181663027962258,0.94226151814353
"BDP1","BDP1",-0.535100369111289,7.78574700605308,1.78388863700481,0.181675256634583,0.94226151814353
"YIPF6","YIPF6",-0.724932714632157,6.20902725073695,1.78167306169822,0.181946725723447,0.94226151814353
"LOC105609992","LOC105609992",-4.71496428581463,0.0940090953631071,1.78110856211275,0.182015967571354,0.94226151814353
"ABHD16A","ABHD16A",2.52417137618642,3.20233139692075,1.78098208778961,0.182031485170223,0.94226151814353
"SLA","SLA",-4.57080427698852,0.44840936611288,1.78061480813304,0.182076556746054,0.94226151814353
"CNN2","CNN2",4.7363576082892,0.344881937830827,1.77918471289386,0.182252177409849,0.94226151814353
"LOC105602430","LOC105602430",4.57198771365696,0.567113759529251,1.77884170488951,0.182294329156794,0.94226151814353
"TIAM1","TIAM1",4.63939855632811,0.432848846042465,1.77866954620246,0.182315489740355,0.94226151814353
"LIMS2","LIMS2",1.87998324805042,3.86343432858397,1.77829484222669,0.182361555661326,0.94226151814353
"TNKS2","TNKS2",0.493937106956977,8.63109937803392,1.77804996360949,0.182391668203263,0.94226151814353
"GFRA3","GFRA3",-3.73602297433649,1.61557159021838,1.77737998536978,0.182474084377874,0.94226151814353
"NME7","NME7",2.30677682771,3.38828110148814,1.77706041322627,0.182513411172429,0.94226151814353
"AQP3","AQP3",-4.63315598701684,0.231563683375371,1.77663381367097,0.182565924149134,0.94226151814353
"GABBR2","GABBR2",4.73628606795803,0.335232325541364,1.77647026646973,0.182586060904342,0.94226151814353
"LMCD1","LMCD1",0.829011060960864,5.78407258634078,1.77597747352974,0.182646751616121,0.94226151814353
"NVL","NVL",0.89987246175145,5.54632700704569,1.77596895243114,0.182647801251391,0.94226151814353
"EFCAB5","EFCAB5",4.4133805056207,0.805099628509011,1.77516135092346,0.182747313940663,0.94226151814353
"AIM1","AIM1",1.4740804330699,4.41427805853558,1.7750260249281,0.182763994960779,0.94226151814353
"APOLD1","APOLD1",2.06000261369554,3.65673654497317,1.7733890156707,0.182965921502722,0.94226151814353
"ST3GAL1","ST3GAL1",-3.11171007968916,2.66351242270202,1.77264587489973,0.183057673907307,0.94226151814353
"ZNF787","ZNF787",-4.5464521932592,0.377280343520104,1.7726356255746,0.183058939720349,0.94226151814353
"IL7R","IL7R",4.28585629592019,0.994491685305293,1.7719875483487,0.183138999218705,0.94226151814353
"ARIH1","ARIH1",-0.55562023142187,7.48506260350247,1.77172404153371,0.183171562846063,0.94226151814353
"EID3","EID3",3.17236237126148,2.60026833108013,1.77162928978345,0.183183273712178,0.94226151814353
"LOC105608331","LOC105608331",4.83533437785838,0.0388695291394177,1.77068848367923,0.183299599986424,0.94226151814353
"TMEM68","TMEM68",-2.38191863275134,3.31223211907795,1.77049121614298,0.183324002054859,0.94226151814353
"STAT4","STAT4",4.74072626439966,0.216126077352661,1.77021826471058,0.183357772461293,0.94226151814353
"GAS2L1","GAS2L1",4.47617010959091,0.773752336522818,1.76989391012932,0.183397912005154,0.94226151814353
"FAM149A","FAM149A",4.53081423008776,0.592592127924516,1.76972239088232,0.183419141981675,0.94226151814353
"MFRP","MFRP",4.7361014428594,0.310715956082952,1.76961902783065,0.183431937228969,0.94226151814353
"ARSA","ARSA",4.30870774971322,0.96192454991103,1.76954494580776,0.183441108432811,0.94226151814353
"RAB3A","RAB3A",4.47616036498104,0.771348374330287,1.76910919722493,0.183495063984378,0.94226151814353
"LOC105611737","LOC105611737",4.85711642377135,-0.0159698088155031,1.7669794377521,0.183759041419599,0.94226151814353
"ABHD1","ABHD1",4.63958403457579,0.388565711505898,1.76634239510869,0.183838086540102,0.94226151814353
"LOC101114790","LOC101114790",-4.57062454336146,0.397161799593108,1.76595066829909,0.183886712118884,0.94226151814353
"BIRC5","BIRC5",4.82291953453452,0.0567224686010033,1.76535128604419,0.183961143129656,0.94226151814353
"LOC106991234","LOC106991234",-4.35600754931803,0.686221050790945,1.76522537654809,0.183976782953886,0.94226151814353
"CBX4","CBX4",4.80248065799862,0.147875689431211,1.76502527870773,0.184001641242797,0.94226151814353
"HCAR1","HCAR1",4.63961012793862,0.382500713043555,1.76467346664921,0.184045356538996,0.94226151814353
"LOC105603554","LOC105603554",4.33575467454198,1.52854123023378,1.76352557852953,0.184188074091789,0.94226151814353
"LOC101113086","LOC101113086",4.83548083425976,0.00911224295910323,1.76312377096457,0.184238061379841,0.94226151814353
"DLST","DLST",0.727870395492477,6.18183999754456,1.76229757492432,0.184340894623837,0.94226151814353
"DQX1","DQX1",-4.66291038675333,0.219680044394939,1.76226032608857,0.184345532402918,0.94226151814353
"C2CD2","C2CD2",4.70240316256706,0.330003505340445,1.76148512804808,0.184442081518364,0.94226151814353
"LOC101119721","LOC101119721",0.921531161990861,5.47756089393108,1.76146820021597,0.184444190495108,0.94226151814353
"LOC105604599","LOC105604599",4.74088895620396,0.181914117708449,1.76127316453365,0.184468491296768,0.94226151814353
"SLC44A3","SLC44A3",-4.31552730160407,0.82920561212157,1.76091621169367,0.184512976064647,0.94226151814353
"SPARC","SPARC",0.488248830560448,8.75107222551452,1.76024725105379,0.184596377918006,0.94226151814353
"MARCH5","MARCH5",-0.710191319212116,6.26070939816967,1.7593444615028,0.184709001481513,0.94226151814353
"COPS8","COPS8",-0.771750543261,5.97715518844687,1.75918617173545,0.184728756445846,0.94226151814353
"COL6A2","COL6A2",-1.40968351361336,4.4888364096214,1.75899163248043,0.184753038797347,0.94226151814353
"DNAJA1","DNAJA1",-0.964533424678812,5.34935234948254,1.75793303287885,0.18488523794369,0.94226151814353
"DNAJC6","DNAJC6",-4.21794024554346,0.977443331060017,1.75712050429746,0.184986781946541,0.94226151814353
"TRMT11","TRMT11",-1.45179983249055,4.411198938841,1.75673543278851,0.185034928037849,0.94226151814353
"TRIP4","TRIP4",1.56170761212903,4.25760640468634,1.75620009608793,0.185101886194007,0.94226151814353
"WDFY3","WDFY3",-0.672441382278145,6.46045269848872,1.75566131802437,0.185169303190123,0.94226151814353
"C15H11orf1","C15H11orf1",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"FAM181B","FAM181B",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"FCRLB","FCRLB",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"LHFPL5","LHFPL5",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"LOC101109370","LOC101109370",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"LOC105608853","LOC105608853",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"LOC105615183","LOC105615183",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"LOC106991035","LOC106991035",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"PSD4","PSD4",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"SLAMF6","SLAMF6",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"SNED1","SNED1",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"SNX22","SNX22",4.83563676479014,-0.022271687443736,1.75519333644792,0.185227884599254,0.94226151814353
"SLC2A10","SLC2A10",4.7410060336831,0.157725614300158,1.75500856341263,0.185251020206166,0.94226151814353
"NDUFB8","NDUFB8",0.733431599761919,6.14167662070924,1.75465786202282,0.185294941088669,0.94226151814353
"TMEM181","TMEM181",-2.89969406157404,2.8230081060436,1.7515558584526,0.185683954520066,0.94226151814353
"LOC106991397","LOC106991397",4.42006764230204,1.50994286225076,1.75093076366744,0.185762460666574,0.94226151814353
"PADI2","PADI2",-3.22910704946391,2.57922115208596,1.75086605728445,0.18577058939412,0.94226151814353
"KLHDC4","KLHDC4",4.53526541212254,0.559019903952838,1.7495448407384,0.185936657374451,0.94226151814353
"WSCD2","WSCD2",4.74113277827031,0.131901221043717,1.74837113675656,0.186084328702497,0.94226151814353
"FBF1","FBF1",4.66842452784611,0.329877564498518,1.74809282719818,0.186119364621536,0.94226151814353
"LOC106992034","LOC106992034",4.4135919612655,0.719142112253543,1.74775756369244,0.186161580555417,0.94226151814353
"LOC105615397","LOC105615397",4.02020423810774,1.82720837349868,1.74725702689927,0.186224628189744,0.94226151814353
"LOC101120178","LOC101120178",-4.71629117852588,-0.0566248512885405,1.74313302414898,0.186745033341894,0.94226151814353
"LOC105607754","LOC105607754",-4.71629117852588,-0.0566248512885405,1.74313302414898,0.186745033341894,0.94226151814353
"LOC105615625","LOC105615625",-4.71629117852588,-0.0566248512885405,1.74313302414898,0.186745033341894,0.94226151814353
"LOC106991057","LOC106991057",-4.71629117852588,-0.0566248512885405,1.74313302414898,0.186745033341894,0.94226151814353
"SOX13","SOX13",-4.71629117852588,-0.0566248512885405,1.74313302414898,0.186745033341894,0.94226151814353
"PPP3CA","PPP3CA",-0.490234257171169,8.58724277486378,1.74210228397117,0.186875365688388,0.94226151814353
"COL27A1","COL27A1",4.82316439580275,-0.0355705363306875,1.74189589659344,0.18690147512732,0.94226151814353
"KMO","KMO",4.82316439580275,-0.0355705363306875,1.74189589659344,0.18690147512732,0.94226151814353
"LOC105607671","LOC105607671",4.82316439580275,-0.0355705363306875,1.74189589659344,0.18690147512732,0.94226151814353
"LOC106990843","LOC106990843",4.82316439580275,-0.0355705363306875,1.74189589659344,0.18690147512732,0.94226151814353
"MMP24","MMP24",4.82316439580275,-0.0355705363306875,1.74189589659344,0.18690147512732,0.94226151814353
"RAB3B","RAB3B",4.82316439580275,-0.0355705363306875,1.74189589659344,0.18690147512732,0.94226151814353
"VTCN1","VTCN1",4.82316439580275,-0.0355705363306875,1.74189589659344,0.18690147512732,0.94226151814353
"LOC105601936","LOC105601936",4.73529057308761,0.208503858410673,1.74169587580048,0.186926783196177,0.94226151814353
"LRRC45","LRRC45",4.53117477840971,0.495676519671373,1.74162174977618,0.186936163165636,0.94226151814353
"NDUFB4","NDUFB4",0.826783655998451,5.75470935062388,1.74143090662131,0.186960315137356,0.94226151814353
"METTL21B","METTL21B",4.41365902067097,0.695741393093688,1.74054176290634,0.187072887706102,0.94226151814353
"LOC105603844","LOC105603844",2.96911585125911,2.75872309193864,1.73874530804916,0.187300573579943,0.94226151814353
"LOC105606908","LOC105606908",-4.45506370312896,0.421957785948674,1.73873454735245,0.187301938380398,0.94226151814353
"SPAG17","SPAG17",4.15610412168611,1.19004402132323,1.73839082366928,0.187345539621325,0.94226151814353
"WDR41","WDR41",-1.06119149053514,5.10257359472883,1.73781980669534,0.187417999043005,0.94226151814353
"TIGD6","TIGD6",4.42844268882167,0.676412437497543,1.7374403616217,0.187466166901256,0.94226151814353
"ZNF395","ZNF395",-4.52919788784008,1.24262515743976,1.7373331722286,0.187479776442049,0.94226151814353
"LOC105602516","LOC105602516",-4.54755525139936,0.241671299212965,1.73654258758734,0.187580190293893,0.94226151814353
"CCDC6","CCDC6",-0.572550559058466,7.22694055588759,1.73646459832299,0.187590099267519,0.94226151814353
"COPS3","COPS3",0.884428252310335,5.55626345132997,1.73545854645253,0.187717978412206,0.94226151814353
"RCL1","RCL1",-2.61182782117485,3.11046795770153,1.73427823502675,0.187868136985426,0.94226151814353
"LOC105603073","LOC105603073",2.65228000452914,3.04557858528534,1.73422632806353,0.187874743768369,0.94226151814353
"PIP4K2B","PIP4K2B",-0.563196730066398,7.31975251603629,1.73335098449547,0.187986199320131,0.94226151814353
"ADGRG1","ADGRG1",-3.07607866260301,2.65060180616492,1.73329054597249,0.187993897662151,0.94226151814353
"ARRDC1","ARRDC1",4.73502734933516,0.176863189195915,1.73323946455223,0.188000404431572,0.94226151814353
"KCNT1","KCNT1",-4.57016335290275,0.276777195129538,1.73269912493486,0.188069249134619,0.94226151814353
"THPO","THPO",-4.61467715312667,1.09644002623792,1.73205304259084,0.188151605041192,0.94226151814353
"IDO1","IDO1",-4.45530737156654,0.390608121942766,1.7302186250202,0.188385666525466,0.94226151814353
"RPS11","RPS11",0.505067048144966,8.19625297058917,1.73019251253039,0.188389000779706,0.94226151814353
"CFL2","CFL2",-0.466116587977547,9.41850931022222,1.72794868060116,0.188675768173071,0.94226151814353
"PPP1R27","PPP1R27",-0.542634742358567,7.57095322538701,1.72706430615932,0.188788933067971,0.94226151814353
"B9D2","B9D2",-4.25119716782332,0.737937987190078,1.72650979512625,0.188859928826379,0.94226151814353
"PPIB","PPIB",1.9024922106431,3.82510114464629,1.7264941022663,0.188861938483977,0.94226151814353
"ARHGAP35","ARHGAP35",-1.19532617731231,4.82422178903782,1.72536095224929,0.189007117681185,0.94226151814353
"TMEM126B","TMEM126B",2.84286086928396,2.84406201521641,1.72455212928466,0.189110823587192,0.94226151814353
"FYCO1","FYCO1",-0.553954057361752,7.41938402045658,1.72327248756401,0.189275032477425,0.94226151814353
"SH3RF3","SH3RF3",-4.54801279743214,0.189295000643073,1.72309710017686,0.189297551847876,0.94226151814353
"SMIM17","SMIM17",4.60038691736486,1.07551562958571,1.72309371921998,0.189297985986267,0.94226151814353
"UCP2","UCP2",4.15621392718329,1.14730508279218,1.72224484390591,0.189407024196551,0.94226151814353
"EEF1D","EEF1D",0.754153472478905,6.02882107912893,1.72160589405527,0.189489145703252,0.94226151814353
"CWF19L2","CWF19L2",1.05422423930593,5.10153858186286,1.72085856304098,0.189585249619179,0.94226151814353
"EPHB3","EPHB3",4.57244996447403,0.353320623166208,1.71860649687241,0.189875200361143,0.94226151814353
"MEN1","MEN1",4.36012719388572,1.42425080590681,1.71703625699052,0.190077672604504,0.94226151814353
"ENDOD1","ENDOD1",1.96269667752719,3.72395266040681,1.71454584572466,0.190399311303192,0.94226151814353
"XK","XK",-0.599550083957733,6.93789076596201,1.7144414089892,0.190412813250682,0.94226151814353
"CCNA2","CCNA2",4.70343127575276,0.0839353524438659,1.71350176512659,0.190534343925145,0.94226151814353
"PPIL1","PPIL1",2.98523335682265,2.72586975002882,1.71309186473268,0.19058738752392,0.94226151814353
"LIFR","LIFR",-0.468993263908616,9.19595198265824,1.71264453199401,0.190645294746189,0.94226151814353
"MOGAT1","MOGAT1",4.53162465659504,0.390190206886352,1.71254873982666,0.19065769770908,0.94226151814353
"MFSD7","MFSD7",-4.56983513323062,0.197912674646918,1.71169353326501,0.190768469717819,0.94226151814353
"CEACAM16","CEACAM16",4.26890321899345,0.859538097682835,1.71143933153139,0.190801410076304,0.94226151814353
"NAA15","NAA15",-0.50251142974276,8.17013552777332,1.7110029527037,0.190857973055535,0.94226151814353
"TGFBR1","TGFBR1",0.627332829676126,6.70486235763655,1.7106912258108,0.190898390753056,0.94226151814353
